name|category|displayName|description|url
18.2.15.C.01.|18. Network security|Wireless Local Area Networks - Encryption|As wireless transmissions are capable of radiating outside of secure areas into unsecure areas they need to be encrypted to the same level as classified information communicated over cabled infrastructure in unsecure areas.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.16.C.01.|18. Network security|Wireless Local Area Networks - Cipher Block Chaining Message Authentication Code Protocol (CCMP) Encryption|As wireless transmissions are capable of radiating outside of secure areas, agencies cannot rely on the traditional approach of physical security to protect against unauthorised access to sensitive or classified information on wireless networks. Using the AES based Counter Mode with Cipher Block Chaining Message Authentication Code Protocol (CCMP) helps protect the confidentiality and integrity of all wireless network traffic.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.17.C.01.|18. Network security|Wireless Local Area Networks - Temporal Key Integrity Protocol (TKIP) and Wireless Encryption Protocol (WEP)|CCMP was introduced in WPA2 to address feasible attacks against the Temporal Integrity Key Protocol (TKIP) used by the Wi-Fi Protected Access (WPA) protocol as well as the original Wireless Encryption Protocol (WEP). A malicious actor seeking to exploit vulnerabilities in TKIP and WEP can attempt to connect to wireless access points using one of these protocols. By default, wireless access points will attempt to accommodate this request by falling back to a legacy protocol that the device supports. Disabling or removing TKIP and WEP support from wireless access points ensures that wireless access points do not fall back to an insecure encryption protocol.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.18.C.01.|18. Network security|Wireless Local Area Networks - Wired Equivalent Privacy (WEP)|WEP has serious flaws which allow it to be trivially compromised. A WEP network should be considered equivalent to an unprotected network.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.19.C.01.|18. Network security|Wireless Local Area Networks - Wi-Fi Protected Access (WPA)|WPA has been superseded by WPA2. Agencies are strongly encouraged to deploy WPA2 wireless networks instead of unsecure, WEP or WPA based wireless networks.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.20.C.01.|18. Network security|Wireless Local Area Networks - Pre-shared keys|The use of pre-shared keys is poor practice and not recommended for wireless authentication, in common with many authentication and encryption mechanisms, the greater the length of pre-shared keys the greater the security they provide.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.20.C.02.|18. Network security|Wireless Local Area Networks - Pre-shared keys|The use of pre-shared keys is poor practice and not recommended for wireless authentication, in common with many authentication and encryption mechanisms, the greater the length of pre-shared keys the greater the security they provide.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.20.C.03.|18. Network security|Wireless Local Area Networks - Pre-shared keys|The use of pre-shared keys is poor practice and not recommended for wireless authentication, in common with many authentication and encryption mechanisms, the greater the length of pre-shared keys the greater the security they provide.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.21.C.01.|18. Network security|Wireless Local Area Networks - Administrative interfaces for wireless access points|Administrative interfaces may allow users to modify the configuration and security settings of wireless access points. Often wireless access points by default allow users to access the administrative interface over methods such as fixed network connections, wireless network connections and serial connections directly on the device. Disabling the administrative interface on wireless access points will prevent unauthorised connections.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.22.C.01.|18. Network security|Wireless Local Area Networks - Protecting management frames on wireless networks|Effective DoS attacks can be performed on the 802.11 protocol by exploiting unprotected management frames using inexpensive commercial hardware. WPA2 provides no protection for management frames and therefore does not prevent spoofing or DoS attacks.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.23.C.01.|18. Network security|Wireless Local Area Networks - Default service set identifiers (SSIDs)|All wireless access points are configured with a default Service Set Identifier (SSID). The SSID is commonly used to identify the name of a wireless network to users. As the default SSIDs of wireless access points are well documented on online forums, along with default accounts and passwords, it is important to change the default SSID and default passwords of wireless access points.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.23.C.02.|18. Network security|Wireless Local Area Networks - Default service set identifiers (SSIDs)|All wireless access points are configured with a default Service Set Identifier (SSID). The SSID is commonly used to identify the name of a wireless network to users. As the default SSIDs of wireless access points are well documented on online forums, along with default accounts and passwords, it is important to change the default SSID and default passwords of wireless access points.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.24.C.01.|18. Network security|Wireless Local Area Networks - Changing the SSID|When changing the default SSID, it is important that it lowers the profile of an agency s wireless network. In doing so, the SSID of a wireless network should not be readily associated with an agency, the location of or within their premises, or the functionality of the network.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.25.C.01.|18. Network security|Wireless Local Area Networks - SSID Broadcasting|A common method to lower the profile of wireless networks is disabling SSID broadcasting. While this ensures that the existence of wireless networks are not broadcast overtly using beacon frames, the SSID is still broadcast in probe requests, probe responses, association requests and re-association requests for the network. Malicious actors can determine the SSID of wireless networks by capturing these requests and responses. By disabling SSID broadcasting agencies will make it more difficult for legitimate users to connect to wireless networks as legacy operating systems have only limited support for hidden SSIDs. Disabling SSID broadcasting infringes the design of the 802.11x standards.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.26.C.01.|18. Network security|Wireless Local Area Networks - Static addressing|Rogue devices or Access Points (APs) are unauthorised Wireless Access Points operating outside of the control of an agency. Assigning static IP addresses for devices accessing wireless networks can prevent a rogue device when connecting to a network from being assigned a routable IP address. However, some malicious actors will be able to determine IP addresses of legitimate users and use this information to guess or spoof valid IP address ranges for wireless networks. Configuring devices to use static IP addresses introduces a management overhead without any tangible security benefit.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.27.C.01.|18. Network security|Wireless Local Area Networks - Media Access Control address filtering|Devices that connect to wireless networks have a unique Media Access Control (MAC) address. It is possible to use MAC address filtering on wireless access points to restrict which devices can connect to wireless networks. While this approach will introduce a management overhead of configuring allow lists of approved MAC addresses, it can prevent rogue devices from connecting to wireless networks. However, some malicious actors will be able to determine valid MAC addresses of legitimate users already on wireless networks and use this information to spoof valid MAC addresses and gain access to a network. MAC address filtering introduces a management overhead without any real tangible security benefit.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.28.C.01.|18. Network security|Wireless Local Area Networks - Documentation|Wireless device driver and WAP vulnerabilities are very exposed to the threat environment and require specific attention as exploits can gain immediate unauthorised access to the network.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.28.C.02.|18. Network security|Wireless Local Area Networks - Documentation|Wireless device driver and WAP vulnerabilities are very exposed to the threat environment and require specific attention as exploits can gain immediate unauthorised access to the network.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.29.C.01.|18. Network security|Wireless Local Area Networks - Non-agency devices connecting to agency controlled wireless networks|As agencies have no control over the security of non-agency devices or knowledge of the security posture of such devices, allowing them to connect to agency controlled wireless networks poses a serious threat. Of particular concern is that non-agency devices may be infected with viruses, malware or other malicious code that could crossover onto the agency network. Furthermore, any non-agency devices connecting to agency controlled wireless networks will take on the classification of the network and will need to be appropriately sanitised and declassified before being released back to their owners.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.29.C.02.|18. Network security|Wireless Local Area Networks - Non-agency devices connecting to agency controlled wireless networks|As agencies have no control over the security of non-agency devices or knowledge of the security posture of such devices, allowing them to connect to agency controlled wireless networks poses a serious threat. Of particular concern is that non-agency devices may be infected with viruses, malware or other malicious code that could crossover onto the agency network. Furthermore, any non-agency devices connecting to agency controlled wireless networks will take on the classification of the network and will need to be appropriately sanitised and declassified before being released back to their owners.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.29.C.03.|18. Network security|Wireless Local Area Networks - Non-agency devices connecting to agency controlled wireless networks|As agencies have no control over the security of non-agency devices or knowledge of the security posture of such devices, allowing them to connect to agency controlled wireless networks poses a serious threat. Of particular concern is that non-agency devices may be infected with viruses, malware or other malicious code that could crossover onto the agency network. Furthermore, any non-agency devices connecting to agency controlled wireless networks will take on the classification of the network and will need to be appropriately sanitised and declassified before being released back to their owners.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.30.C.01.|18. Network security|Wireless Local Area Networks - Agency devices connecting to non-agency controlled wireless networks|When agency devices connect to non-agency controlled wireless networks, particularly public wireless networks, the devices may be exposed to viruses, malware or other malicious code.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.31.C.01.|18. Network security|Wireless Local Area Networks - Connecting wireless networks to fixed networks|When an agency has a business requirement to connect a wireless network to a fixed network, it is important that they consider the security risks. While fixed networks can be designed with a certain degree of physical security, wireless networks are often easily accessible outside of the agency s controlled area. Treating connections between wireless networks and fixed networks in the same way agencies would treat connections between fixed networks and the Internet can help protect against an intrusion originating from a wireless network against a fixed network. For example, agencies can implement a gateway to inspect and control the flow of information between the two networks.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.32.C.01.|18. Network security|Wireless Local Area Networks - Wireless network footprint and Radio Frequency (RF) Controls|Minimising the output power of wireless access points will reduce the footprint of wireless networks. Instead of deploying a small number of wireless access points that broadcast on high power, more wireless access points that use minimal broadcast power should be deployed to achieve the desired wireless network footprint. This has the added benefit of providing redundancy for a wireless network should a wireless access point become unserviceable. In such a case, the output power of other wireless access points can be temporarily increased to cover the footprint gap until the unserviceable wireless access point can be replaced.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.33.C.01.|18. Network security|Wireless Local Area Networks - Radio Frequency (RF) Propagation & Controls|An additional method to limit a wireless network s footprint is through the use of radio frequency (RF) shielding on an agency s premises. While expensive, this will limit the wireless communications to areas under the control of an agency. RF shielding on an agency s premises has the added benefit of preventing the jamming of wireless networks from outside of the premises in which wireless networks are operating.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.2.34.C.01.|18. Network security|Wireless Local Area Networks - Interference between wireless networks|Where multiple wireless networks are deployed in close proximity, there is the potential for RF interference to adversely impact the availability of the network, especially when networks are operating on commonly used default channels of 1 and 11. This interference is also apparent where a large number of wireless networks are is use in close proximity to the agency s premises.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16250
18.3.1.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony|Video &amp; Telephony Conferencing (VTC), Internet Protocol Telephony (IPT) and Voice over Internet Protocol (VoIP) systems are implemented in a secure manner that does not compromise security, information or systems and that they operate securely.|https://www.nzism.gcsb.govt.nz/ism-document#Section-16369
18.3.8.C.01.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - Video and voice-aware firewalls|The use of video, unified communications and voice-aware firewalls ensures that only video or voice traffic (e.g. signalling and data) is allowed for a given call and that the session state is maintained throughout the transaction.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.9.C.01.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - Protecting IPT signalling and data|IPT voice and signalling data is vulnerable to eavesdropping but can be protected with encryption. This control helps protect against DoS, adversary-in-the-middle, and call spoofing attacks made possible by inherent weaknesses in the VTC and IPT protocols.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.9.C.02.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - Protecting IPT signalling and data|IPT voice and signalling data is vulnerable to eavesdropping but can be protected with encryption. This control helps protect against DoS, adversary-in-the-middle, and call spoofing attacks made possible by inherent weaknesses in the VTC and IPT protocols.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.10.C.01.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - Establishment of secure signalling and data protocols|Use of secure signalling and data protects against eavesdropping, some types of DoS, adversary-in-the-middle, and call spoofing attacks.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.11.C.01.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - Local area network traffic separation|Availability and quality of service are the main drivers for applying the principles of separation and segregation.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.11.C.02.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - Local area network traffic separation|Availability and quality of service are the main drivers for applying the principles of separation and segregation.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.12.C.01.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - VTC and IPT Device setup|VTC equipment and VoIP phones need to be hardened and separated or segregated from the data network to ensure they will not provide an easy entry point to the network for an attacker.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.12.C.02.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - VTC and IPT Device setup|VTC equipment and VoIP phones need to be hardened and separated or segregated from the data network to ensure they will not provide an easy entry point to the network for an attacker.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.13.C.01.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - Call authentication and authorisation|This control ensures server-client mutual authentication.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.13.C.02.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - Call authentication and authorisation|This control ensures server-client mutual authentication.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.13.C.03.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - Call authentication and authorisation|This control ensures server-client mutual authentication.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.14.C.01.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - VTC and IPT device connection to workstations|Availability and quality of service are the main drivers for applying the principles of separation and segregation.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.14.C.02.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - VTC and IPT device connection to workstations|Availability and quality of service are the main drivers for applying the principles of separation and segregation.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.15.C.01.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - Lobby and shared area IPT devices|IPT devices in public areas may give an attacker opportunity to access the internal data network by replacing the phone with another device, or installing a device in-line. There is also a risk to the voice network of social engineering (since the call may appear to be internal) and data leakage from poorly protected voice mail-boxes.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.15.C.02.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - Lobby and shared area IPT devices|IPT devices in public areas may give an attacker opportunity to access the internal data network by replacing the phone with another device, or installing a device in-line. There is also a risk to the voice network of social engineering (since the call may appear to be internal) and data leakage from poorly protected voice mail-boxes.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.16.C.01.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - Usage of softphones, webcams and similar sound and video devices|Software and applications for softphones and webcams can introduce additional attack vectors into the network as they are exposed to threats from the data network via the workstation and can subsequently be used to gain access to the network.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.16.C.02.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - Usage of softphones, webcams and similar sound and video devices|Software and applications for softphones and webcams can introduce additional attack vectors into the network as they are exposed to threats from the data network via the workstation and can subsequently be used to gain access to the network.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.16.C.03.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - Usage of softphones, webcams and similar sound and video devices|Software and applications for softphones and webcams can introduce additional attack vectors into the network as they are exposed to threats from the data network via the workstation and can subsequently be used to gain access to the network.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.17.C.01.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - Workstations using USB softphones, webcams and similar sound and video devices|Adding softphones and webcams to an allow list of allowed USB devices on a workstation will assist with restricting access to only authorised devices, and allowing the SOE to maintain defences against removable media storage and other unauthorised USB devices.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.18.C.01.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - Developing a denial of service response plan|Communications are considered critical for any business and are therefore especially vulnerable to Denial of Service (DoS). &nbsp;The guidance provided will assist in protecting against VTC or IPT DoS attacks, signalling floods, established call teardown and RTP data floods. &nbsp;These elements should be included in the agency s wider response plan (See Section 6.4  Business Continuity and Disaster Recovery).|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.3.19.C.01.|18. Network security|Video & Telephony Conferencing and Internet Protocol Telephony - Content of a Denial of Service (DoS) response plan|An VTC or IPT DoS response plan will need to address the following: how to identify the source of the DoS, either internal or external (location and content of logs); how to diagnose the incident or attack type and attack method; how to minimise the effect on VTC or IPT, of a DoS of the data network (e.g. Internet or internal DoS), including separate links to other office locations for VTC and IPT and/or quality of service prioritisation; strategies that can mitigate the DOS (banning certain devices/Ips at the call controller and firewalls, implementing quality of service, changing VoIP authentication, changing dial-in authentication; and alternative communication options (such as designated devices or personal mobile phones) that have been identified for use in case of an emergency.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16383
18.4.1.|18. Network security|Intrusion Detection and Prevention|An intrusion detection and prevention strategy is implemented for systems in order to respond promptly to incidents and preserve availability, confidentiality and integrity of systems.|https://www.nzism.gcsb.govt.nz/ism-document#Section-16436
18.4.7.C.01.|18. Network security|Intrusion Detection and Prevention - Intrusion Detection and Prevention strategy (IDS/IPS)|An IDS/IPS when configured correctly, kept up to date and supported by appropriate processes, can be an effective way of identifying, responding to and containing known attack types, specific attack profiles or anomalous or suspicious network activities.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16449
18.4.7.C.02.|18. Network security|Intrusion Detection and Prevention - Intrusion Detection and Prevention strategy (IDS/IPS)|An IDS/IPS when configured correctly, kept up to date and supported by appropriate processes, can be an effective way of identifying, responding to and containing known attack types, specific attack profiles or anomalous or suspicious network activities.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16449
18.4.7.C.03.|18. Network security|Intrusion Detection and Prevention - Intrusion Detection and Prevention strategy (IDS/IPS)|An IDS/IPS when configured correctly, kept up to date and supported by appropriate processes, can be an effective way of identifying, responding to and containing known attack types, specific attack profiles or anomalous or suspicious network activities.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16449
18.4.8.C.01.|18. Network security|Intrusion Detection and Prevention - IDS/IPSs on gateways|If the firewall is configured to block all traffic on a particular range of port numbers, then the IDS should inspect traffic for these port numbers and alert if they are detected.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16449
18.4.8.C.02.|18. Network security|Intrusion Detection and Prevention - IDS/IPSs on gateways|If the firewall is configured to block all traffic on a particular range of port numbers, then the IDS should inspect traffic for these port numbers and alert if they are detected.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16449
18.4.8.C.03.|18. Network security|Intrusion Detection and Prevention - IDS/IPSs on gateways|If the firewall is configured to block all traffic on a particular range of port numbers, then the IDS should inspect traffic for these port numbers and alert if they are detected.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16449
18.4.9.C.01.|18. Network security|Intrusion Detection and Prevention - IDS/IPS Maintenance|When signature-based intrusion detection is used, the effectiveness of the IDS/IPS will degrade over time as new intrusion methods are developed. It is for this reason that IDS/IPS systems and signatures need to be up to date to identify the latest intrusion detection methods.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16449
18.4.9.C.02.|18. Network security|Intrusion Detection and Prevention - IDS/IPS Maintenance|When signature-based intrusion detection is used, the effectiveness of the IDS/IPS will degrade over time as new intrusion methods are developed. It is for this reason that IDS/IPS systems and signatures need to be up to date to identify the latest intrusion detection methods.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16449
18.4.10.C.01.|18. Network security|Intrusion Detection and Prevention - Malicious code counter-measures|Implementing policies and procedures for preventing and dealing with malicious code outbreaks that enables agencies to provide consistent incident response, as well as giving clear directions to system users on how to respond to an information security incident.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16449
18.4.11.C.01.|18. Network security|Intrusion Detection and Prevention - Configuring the IDS/IPS|Generating alerts for any information flows that contravene any rule within the firewall rule set will assist security personnel in identifying and reporting to any possible breaches of agency systems.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16449
18.4.11.C.02.|18. Network security|Intrusion Detection and Prevention - Configuring the IDS/IPS|Generating alerts for any information flows that contravene any rule within the firewall rule set will assist security personnel in identifying and reporting to any possible breaches of agency systems.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16449
18.4.11.C.03.|18. Network security|Intrusion Detection and Prevention - Configuring the IDS/IPS|Generating alerts for any information flows that contravene any rule within the firewall rule set will assist security personnel in identifying and reporting to any possible breaches of agency systems.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16449
18.4.12.C.01.|18. Network security|Intrusion Detection and Prevention - Event management and correlation|Deploying tools to manage correlation of suspicious events or events of interest across all agency networks will assist in identifying suspicious patterns in information flows throughout the agency.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16449
18.4.13.C.01.|18. Network security|Intrusion Detection and Prevention - Host-based IDS/IPSs|Host-based IDS/IPS use behaviour-based detection schemes and can therefore assist in the detection of previously unidentified anomalous and suspicious activities such as: process injection; keystroke logging; driver loading; library additions or supercessions; call hooking. They may also identify new malicious code. It should be noted that some anti-virus and similar security products are evolving into converged endpoint security products that incorporate HIDS/HIPS.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16449
18.4.14.C.01.|18. Network security|Intrusion Detection and Prevention - Active content blocking|Filtering unnecessary content and disabling unwanted functionality reduces the number of possible entry points that an attacker can exploit.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16449
18.5.1.|18. Network security|Internet Protocol Version 6|IPv6 is disabled until it is ready to be deployed.|https://www.nzism.gcsb.govt.nz/ism-document#Section-16482
18.5.7.C.01.|18. Network security|Internet Protocol Version 6 - Use of dual-stack equipment|In order to reduce the attack surface area of agency systems, it is good practice that agencies disable unused services and functions within network devices and operating systems. If agencies are deploying dual-stack equipment but not using the IPv6 functionality, then that functionality should be disabled. It can be re-enabled when required. This will reduce the opportunity to exploit IPv6 functionality before appropriate security measures have been implemented.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16494
18.5.7.C.02.|18. Network security|Internet Protocol Version 6 - Use of dual-stack equipment|In order to reduce the attack surface area of agency systems, it is good practice that agencies disable unused services and functions within network devices and operating systems. If agencies are deploying dual-stack equipment but not using the IPv6 functionality, then that functionality should be disabled. It can be re-enabled when required. This will reduce the opportunity to exploit IPv6 functionality before appropriate security measures have been implemented.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16494
18.5.8.C.01.|18. Network security|Internet Protocol Version 6 - Using IPv6|The information security implications around the use of IPv6 are still largely unknown and un-tested. As many of the deployed network protection technologies, such as firewalls and IDSs, do not consistently support IPv6, agencies choosing to implement IPv6 face an increased risk of systems compromise.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16494
18.5.8.C.02.|18. Network security|Internet Protocol Version 6 - Using IPv6|The information security implications around the use of IPv6 are still largely unknown and un-tested. As many of the deployed network protection technologies, such as firewalls and IDSs, do not consistently support IPv6, agencies choosing to implement IPv6 face an increased risk of systems compromise.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16494
18.5.8.C.03.|18. Network security|Internet Protocol Version 6 - Using IPv6|The information security implications around the use of IPv6 are still largely unknown and un-tested. As many of the deployed network protection technologies, such as firewalls and IDSs, do not consistently support IPv6, agencies choosing to implement IPv6 face an increased risk of systems compromise.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16494
18.5.8.C.04.|18. Network security|Internet Protocol Version 6 - Using IPv6|The information security implications around the use of IPv6 are still largely unknown and un-tested. As many of the deployed network protection technologies, such as firewalls and IDSs, do not consistently support IPv6, agencies choosing to implement IPv6 face an increased risk of systems compromise.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16494
18.5.9.C.01.|18. Network security|Internet Protocol Version 6 - New systems and networks|Planning and accommodating changes in technology are an essential part of securing architectures and systems development.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16494
18.5.9.C.02.|18. Network security|Internet Protocol Version 6 - New systems and networks|Planning and accommodating changes in technology are an essential part of securing architectures and systems development.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16494
18.5.9.C.03.|18. Network security|Internet Protocol Version 6 - New systems and networks|Planning and accommodating changes in technology are an essential part of securing architectures and systems development.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16494
18.5.10.C.01.|18. Network security|Internet Protocol Version 6 - Introducing IPv6 capable equipment to gateways|Introducing IPv6 capable network devices into agency gateways can introduce a significant number of new security risks. Undergoing reaccreditation when new IPv6 equipment is introduced will ensure that any IPv6 functionality that is not intended to be used cannot be exploited by an attacker before appropriate information security mechanisms have been put in place.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16494
18.5.10.C.02.|18. Network security|Internet Protocol Version 6 - Introducing IPv6 capable equipment to gateways|Introducing IPv6 capable network devices into agency gateways can introduce a significant number of new security risks. Undergoing reaccreditation when new IPv6 equipment is introduced will ensure that any IPv6 functionality that is not intended to be used cannot be exploited by an attacker before appropriate information security mechanisms have been put in place.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16494
18.5.11.C.01.|18. Network security|Internet Protocol Version 6 - Enabling IPv6 in gateways|Once agencies have completed the transition to a dual-stack environment or completely to an IPv6 environment, reaccreditation will assist in ensuring that the associated information security mechanisms for IPv6 are working effectively.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16494
18.6.1.|18. Network security|Peripheral (KVM) Switches|An evaluated peripheral switch is used when sharing keyboards, monitors and mice or other user interface devices, between different systems.|https://www.nzism.gcsb.govt.nz/ism-document#Section-16519
18.6.8.C.01.|18. Network security|Peripheral (KVM) Switches - Assurance requirements|When accessing multiple systems through a peripheral switch it is important that sufficient assurance is available in the operation of the switch to ensure that information does not accidently pass between the connected systems.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16533
18.6.9.C.01.|18. Network security|Peripheral (KVM) Switches - Assurance requirements for NZEO systems|NZEO systems are particularly sensitive. Additional security measures need to be put in place when connecting them to other systems.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16533
18.6.10.C.01.|18. Network security|Peripheral (KVM) Switches - Cross-Connecting Systems with a device other than a KVM|Cross-connecting systems with any device other than a KVM approved gateway or an approved cross-domain solution may be high risk, may compromise the integrity of Trust Zones, and may create an electrical hazard.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16533
18.7.1.|18. Network security|Inverse split tunnel VPN|Agencies identify and effectively manage the risks and compensating controls involved in utilising inverse split tunnelling as part of remote access virtual private network (VPN) configurations.|https://www.nzism.gcsb.govt.nz/ism-document#Section-16544
18.7.14.C.01.|18. Network security|Inverse split tunnel VPN - Inverse split tunnel in remote access VPN systems|Remote access VPN services that utilise any form of split tunnelling provide a mechanism for agency devices to connect directly to third party services, bypassing the traditional perimeter.  While this provides efficiencies in network routing and can improve agency worker s device performance, it introduces a broader range of threats and vulnerabilities to be considered.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16562
18.7.14.C.02.|18. Network security|Inverse split tunnel VPN - Inverse split tunnel in remote access VPN systems|Remote access VPN services that utilise any form of split tunnelling provide a mechanism for agency devices to connect directly to third party services, bypassing the traditional perimeter.  While this provides efficiencies in network routing and can improve agency worker s device performance, it introduces a broader range of threats and vulnerabilities to be considered.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16562
19.1.1.|19. Gateway security|Gateways|To ensure that gateways are properly configured to protect agency systems and information transferred between systems from different security domains.|https://www.nzism.gcsb.govt.nz/ism-document#Section-16568
19.1.10.C.01.|19. Gateway security|Gateways - Gateways involving cascaded connections|Protecting a cascaded connection path with the minimum assurance requirement of a direct connection between the highest and lowest networks ensures appropriate reduction in security risks of the extended connection.  An illustration of a cascaded connection can be seen below.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-16585
